word;last_mentioned_on;part_of_speech;meanings
mouro;;substantivo masculino;Natural ou habitante da antiga Mauritania, regiao situada na costa oeste do deserto do Saara, na Africa. mauro, mauriense, mauritano, mourisco. | Aquele que professa e segue o islamismo. muculmano. | Um dos partidos nos torneios populares das cavalhadas (cavalgada). | [Figurado] Pessoa que trabalha muito, penosamente: trabalhar como um mouro. | [Por Extensao] Pessoa nao batizada, de religiao considerada inveridica ou que nao professa o cristianismo. pagao, infiel.
mouro;;adjetivo;[Historia] Entre os romanos, denominacao dada aos berberes independentes. | [Historia] Na Idade Media e no Renascimento, nome dado aos sarracenos (arabes) que conquistaram a Espanha e Portugal.
mouse;;substantivo masculino;Informatica  Dispositivo de entrada para terminal de computador, cuja forma encaixa na palma da mao do operador e e rolado sobre uma superficie lisa, movendo, correspondentemente, o cursor na tela, enviando sinais por um fio de conexao. Diz-se tambem rato.
mouta;;substantivo feminino;Variedade de seda crua de Bengala.
mouta;;substantivo feminino;Variacao de moita.
movel;;adjetivo;Que se move: a mandibula e movel. | Que pode ser movido: ponte movel. | [Figurado] Inconstante, voluvel. | Direito  Bens moveis, todos os objetos materiais que por sua natureza nao possam ser compreendidos entre os bens imoveis, e todos os direitos inerentes a esses bens. Tambem se diz simplesmente moveis.// Coluna movel, a que na guerra nao tem ponto fixo para operar. | Festas moveis, festas religiosas cujos dias de celebracao mudam anualmente. | [Artes] graf. Tipos moveis, tipos isolados, que sao distribuidos um a um na composicao.
movel;;substantivo masculino;Causa motriz, motor. | Qualquer peca de mobiliario. traste. | [Direito] Motivo particular que impele um individuo a praticar certo ato. mobil: o movel do crime. | Militar  Qualquer corpo expelido por engenho de guerra. projetil.
movem;;;Movem vem do verbo mover. O mesmo que: movimentam.
movem;;;Fazer mudar de lugar. remover. | Dar ou comunicar movimento a. agitar. por em movimento. | Mexer. exercer movimento com.
mover;;verbo transitivo;Fazer mudar de lugar. remover. | Dar ou comunicar movimento a. agitar. por em movimento. | Mexer. exercer movimento com. | [Figurado] Ocasionar. suscitar. promover. produzir. | Causar, inspirar. | Estimular, concitar. | Comover, inspirar do ou compaixao a.
mover;;verbo pronominal;Exercer movimento de translacao. mexer-se de um para outro lado, girar, andar. | Agitar-se, oscilar. | Andar, caminhar. comecar a andar. passar, decorrer (falando-se do tempo).
moveu;;;Moveu vem do verbo mover. O mesmo que: movimentou.
moveu;;;Fazer mudar de lugar. remover. | Dar ou comunicar movimento a. agitar. por em movimento. | Mexer. exercer movimento com.
movia;;;Movia vem do verbo mover. O mesmo que: movimentava.
movia;;;Fazer mudar de lugar. remover. | Dar ou comunicar movimento a. agitar. por em movimento. | Mexer. exercer movimento com.
moxao;;;
muafo;;substantivo masculino;Roupa velha, de pouco valor. trouxa de roupas. | Aglomerado de coisas sem importancia ou serventia. tralha.
muana;;;
mucia;;;
mucio;;;
mucum;;substantivo masculino;Peixe acanthopterygio, da fam. dos escombridas.
mudai;;;Mudai vem do verbo mudar. O mesmo que: modificai, alterai, transferi, trasladai, transmiti, deslocai.
mudai;;;Remover de um lugar e por em outro lugar. deslocar: mudei a mesa de lugar. o pedreiro mudava as coisas de um quarto para outro. | Transferir a residencia. trocar de domicilio: mudar os filhos de escola. mudar da cidade para o campo. a familia que vivia aqui mudou. mudou-se para o exterior. | Modificar a essencia de algo ou de alguem. transformar: mudou de vida. ja nao o conheco direito, por que voce mudou tanto?
mudam;;;Mudam vem do verbo mudar. O mesmo que: modificam, alteram, transferem, trasladam, transmitem, deslocam.
mudam;;;Remover de um lugar e por em outro lugar. deslocar: mudei a mesa de lugar. o pedreiro mudava as coisas de um quarto para outro. | Transferir a residencia. trocar de domicilio: mudar os filhos de escola. mudar da cidade para o campo. a familia que vivia aqui mudou. mudou-se para o exterior. | Modificar a essencia de algo ou de alguem. transformar: mudou de vida. ja nao o conheco direito, por que voce mudou tanto?
mudar;;verbo transitivo direto e bitransitivo;Remover de um lugar e por em outro lugar. deslocar: mudei a mesa de lugar. o pedreiro mudava as coisas de um quarto para outro.
mudar;;verbo bitransitivo, transitivo indireto, intransitivo e pronominal;Transferir a residencia. trocar de domicilio: mudar os filhos de escola. mudar da cidade para o campo. a familia que vivia aqui mudou. mudou-se para o exterior.
mudar;;verbo transitivo indireto e intransitivo;Modificar a essencia de algo ou de alguem. transformar: mudou de vida. ja nao o conheco direito, por que voce mudou tanto? | Passar a possuir uma outra forma, aspecto: minha fala muda no frio. com a idade, meu corpo mudou.
mudar;;verbo transitivo indireto;Trocar de aviao, de carro, de trem etc.: teremos de mudar de trem durante o percurso. | Ser alvo de mudancas, de alteracoes: sua vida mudou de um dia para outro.
mudar;;verbo pronominal;[Antigo] Ter um fim. nao existir. passar, desaparecer.
mudas;;;Mudas vem do verbo mudar. O mesmo que: modificas, alteras, transferes, trasladas, transmites, deslocas.
mudas;;;Remover de um lugar e por em outro lugar. deslocar: mudei a mesa de lugar. o pedreiro mudava as coisas de um quarto para outro. | Transferir a residencia. trocar de domicilio: mudar os filhos de escola. mudar da cidade para o campo. a familia que vivia aqui mudou. mudou-se para o exterior. | Modificar a essencia de algo ou de alguem. transformar: mudou de vida. ja nao o conheco direito, por que voce mudou tanto?
mudei;;;Mudei vem do verbo mudar. O mesmo que: modifiquei, alterei, transferi, trasladei, transmiti, desloquei.
mudei;;;Remover de um lugar e por em outro lugar. deslocar: mudei a mesa de lugar. o pedreiro mudava as coisas de um quarto para outro. | Transferir a residencia. trocar de domicilio: mudar os filhos de escola. mudar da cidade para o campo. a familia que vivia aqui mudou. mudou-se para o exterior. | Modificar a essencia de algo ou de alguem. transformar: mudou de vida. ja nao o conheco direito, por que voce mudou tanto?
mudem;;;Mudem vem do verbo mudar. O mesmo que: modifiquem, alterem, transfiram, trasladem, transmitam, desloquem.
mudem;;;Remover de um lugar e por em outro lugar. deslocar: mudei a mesa de lugar. o pedreiro mudava as coisas de um quarto para outro. | Transferir a residencia. trocar de domicilio: mudar os filhos de escola. mudar da cidade para o campo. a familia que vivia aqui mudou. mudou-se para o exterior. | Modificar a essencia de algo ou de alguem. transformar: mudou de vida. ja nao o conheco direito, por que voce mudou tanto?
mudes;;;Mudes vem do verbo mudar. O mesmo que: modifiques, alteres, transfiras, traslades, transmitas, desloques.
mudes;;;Remover de um lugar e por em outro lugar. deslocar: mudei a mesa de lugar. o pedreiro mudava as coisas de um quarto para outro. | Transferir a residencia. trocar de domicilio: mudar os filhos de escola. mudar da cidade para o campo. a familia que vivia aqui mudou. mudou-se para o exterior. | Modificar a essencia de algo ou de alguem. transformar: mudou de vida. ja nao o conheco direito, por que voce mudou tanto?
mudez;;substantivo feminino;Estado ou condicao da pessoa muda. qualidade de quem nao consegue falar ou perdeu essa capacidade. | [Figurado] Silencio. falta de barulho, de ruidos. | Reducao ou perda relativamente grande da fala. | Condicao da pessoa que nao quer falar. | Cuidado em relacao ao que se pretende dizer.
mudos;;;Mudos e o plural de mudo. O mesmo que: calados, ocultos, silenciosos, silentes.
mudos;;;Individuo que nao fala. quem perdeu a capacidade de falar. | Calado. que omite sua opiniao ou se recusa a dizer o que pensa. | Que nao e capaz de falar por medo, por alguma emocao forte: mudo de medo.
mudou;;;Mudou vem do verbo mudar. O mesmo que: modificou, alterou, transferiu, trasladou, transmitiu, deslocou.
mudou;;;Remover de um lugar e por em outro lugar. deslocar: mudei a mesa de lugar. o pedreiro mudava as coisas de um quarto para outro. | Transferir a residencia. trocar de domicilio: mudar os filhos de escola. mudar da cidade para o campo. a familia que vivia aqui mudou. mudou-se para o exterior. | Modificar a essencia de algo ou de alguem. transformar: mudou de vida. ja nao o conheco direito, por que voce mudou tanto?
mudra;;substantivo feminino;Gesto mistico e magico feito pelos bramanes e sacerdotes budistas em certas ocasioes das cerimonias do seu culto.
mufla;;substantivo feminino;Vaso de barro em que se sujeitam certos corpos ao fogo, sem que a chama lhes toque. | Cobertura de barro, com furos, usada em algumas forjas. | Ornato em forma de focinho de animal. | [Brasil] Caixa com instalacoes eletricas, onde estao os interruptores gerais.
mugir;;verbo intransitivo;Soltar mugidos, os sons emitidos pelos bovideos, pelo boi, pela vaca etc.
mugir;;verbo transitivo direto e intransitivo;[Por Extensao] Figurado. Berrar. emitir sons semelhantes aos dos bovideos: o pai, ao dormir, mugia sons horriveis. bravo, o mar mugia. | [Por Extensao] Ocasionar um ruido forte: os carros mugiam alto na estrada. | Nao confundir com: mungir.
muita;;substantivo masculino;[Regionalismo: Amazonia] Armacao que os seringueiros aplicam as arvores que ja nao dao leite senao em cima. Variacao de muta e muta.
muito;;substantivo masculino;Em grande quantidade. com abundancia: agradeceu pelo muito que realizaram.
muito;;adverbio;Em excesso. com muita intensidade. excessivamente: ela canta muito. | De modo extremo. no mais algo grau. extremamente: muito chato! | Em que ha exagero e excesso. abundantemente: a empresa produziu muito. | Durante um tempo prolongado: estudava e pensava muito. | P.indef. Uma grande fracao de. uma grande porcao de: ofereceu muito de sua casa.
muito;;expressao;Muito e muito. Em que ha excesso de. muitissimo. | De ha muito. Ha muito tempo. de muito tempo atras: ha muito sabiamos disso. | Quando muito. Tendo em conta a melhor das alternativas. no maximo: quando muito, conseguimos bons ingressos.
mulso;;substantivo masculino;O mesmo que hidromel. Variacao de mulsa.
multa;;substantivo feminino;Acao de multar, de impor uma punicao, uma pena, um valor por uma infracao: policia federal multa 210 condutores infratores. | [Juridico] Pena atribuida em dinheiro. o documento que comprova esse valor: o motorista foi obrigado a pagar uma multa. a multa chegara pelo correio. | [Por Extensao] Penitencia. punicao ou sancao por uma acao ilegal ou condenavel.
multe;;;Multe vem do verbo multar. O mesmo que: apene, penalize, acoime, autue, coime, condene.
multe;;;Atribuir ou aplicar multa, valor em dinheiro que se paga por uma infracao: multaram o motorista. multaram-na em 150 reais por excesso de velocidade. | [Figurado] Sofrer ou impor um castigo, uma pena: delegacao de esportes multa atleta por violacao, expulsando-o da competicao. | [Figurado] Condenar. punir ou julgar condenando.
mumia;;substantivo feminino;Cadaver conservado por meio de substancias balsamicas ou de embalsamamento. | Os antigos egipcios acreditavam que os mortos continuavam a viver depois da morte e que seus corpos tinham de ser preservados para sempre como eram em vida. Acreditavam que o corpo serviria a uma pessoa depois de ela ter passado para o outro mundo. por isto despenderam grandes esforcos para desenvolver metodos de embalsamacao.
munde;;substantivo masculino;O mesmo que mundeu.
mundo;;substantivo masculino;Conjunto de tudo que existe, os astros e planetas. universo. | Planeta Terra e tudo o que nele existe. lugar onde vive o homem. | Conjunto de individuos que formam um agrupamento humano determinado. designacao da especie humana. | [Figurado] Organizacao, companhia, instituicao ou empresa de tamanho notavel. em que ha abundancia: esta loja e um mundo! | Secao restrita de um ambito do conhecimento ou atividade: mundo da musica. | [Religiao] A vida que nao se relaciona aos preceitos religiosos. vida mundana: deixou o mundo pela fe. | [Figurado] Numero indefinido de pessoas: um mundo de gente! | Conjunto de pessoas notaveis pela sua origem, pela fortuna, pela situacao social. classe social: nao fazem parte do mesmo mundo.
mundo;;adjetivo;Excessivamente limpo. asseado.
munio;;;
munir;;verbo transitivo;Prover do que e necessario. | Abastecer. | Defender. | Acautelar. | Municiar, fortificar.
munir;;verbo pronominal;Prover-se: munir-se de paciencia.
munto;;adjetivo, adverbio;[Popular] O mesmo que muito.
munto;;substantivo masculino;Arvore de Angola.
munus;;substantivo masculino;Obrigacao que deve ser feita por alguem. as funcoes realizadas por um individuo. tarefa ou trabalho.
muque;;substantivo masculino;[Brasil] Pop. Musculo. forca.
muque;;locucao adverbial;A muque, a forca, com violencia.
muqui;;;
murar;;verbo transitivo;Cercar de muro ou muros. | Fortificar. | Servir de muro a.
murar;;verbo pronominal;Cercar-se, circundar-se. | Fortificar-se. | [Figurado] Revestir-se, prevenir-se: murou-se de paciencia. Ver emparedar.
murca;;substantivo feminino;Vestimenta que os conegos usam por cima da sobrepeliz. | Especie de lima de serrilha fina.
murco;;substantivo masculino;Individuo que, entre os Romanos, cortava o dedo pollegar, para se eximir do servico militar.
muros;;;Muros e o plural de muro. O mesmo que: cercas, muralhas, murados, muramentos, paredoes, tapumes.
muros;;;Obra de alvenaria, adobe, taipa, tijolo etc., destinada a cercar um recinto, a proteger um povoado ou cidade, ou separar um lugar de outro. | Murada. | [Por Extensao] Tudo que possa servir para separar uma coisa de outra, ou defende-la.
murra;;substantivo feminino;Nodoa que a aproximacao do fogo produz na pele.
murro;;substantivo masculino;Soco, pancada dada com a mao fechada.
murta;;substantivo feminino;Designacao comum as plantas (arvores e arbustos) da familia das mirtaceas, sendo maioritariamente cultivadas para ornamentacao, extracao de frutos, extracao de madeira, oleos terapeuticos. o fruto que provem dessas arvores.
musas;;;Musas e o plural de musa. O mesmo que: inspiracoes, poesias.
musas;;;[Mitologia] Cada uma das nove deusas que presidiam as ciencias e as artes. | Suposta divindade ou genio que inspira a poesia. | Faculdade de fazer versos. estro.
museu;;substantivo masculino;Estabelecimento ou instituicao que se dedica a preservacao, a analise e a procura de objetos valiosos artisticamente, expondo-os ao publico: o MASP, museu de arte de Sao Paulo, fara uma exposicao sobre os cubistas. esses quadros merecem estar num museu. | [Por Extensao] Conjunto ou colecao de objetos valiosos, raros ou antigos. | [Figurado] Casa que abriga objetos sem valor. o que ja nao se usa por ser muito antigo. | Templo dedicado as Musas, as deusas filhas de Zeus e Mnomosine.
musgo;2022-01-21 00:00:00;substantivo masculino;[Botanica] Nome dado a varias plantas briofitas, que formam uma especie de relva ou limo sobre a terra, no tronco das arvores, nos muros velhos etc., e de que ha mais de tres mil especies conhecidas.
musme;;substantivo feminino;O mesmo que musme.
musse;;substantivo feminino;Iguaria de consistencia mole e cremosa, doce ou salgada, feita a base de um ingrediente (chocolate, frutas, queijo, camarao) ao qual se adicionam claras de ovos batidas e/ou gelatina.
mutua;;substantivo feminino;Que se faz a partir da troca de uma coisa por outra. reciproca. | Em que ha correspondencia entre uma parte e outra: paixao mutua.
mutua;;expressao;[Juridico] Sociedade Mutua. Sociedade que busca auxiliar, geralmente com emprestimos ou diversos modos de apoio, os membros que dela fazem parte ou que para ela contribuiram.
mutum;;substantivo masculino;Nome que se da a diversas aves galinaceas, familia dos cracideos, originarias da America do Sul, e que habitam as matas do Brasil, geralmente em pequenos grupos.
mutuo;;adjetivo;Que e reciproco. que se desenvolve, se realiza ou se oferece em troca de outra coisa: esforco mutuo para melhorar o bairro. | Que tem correspondencia entre uma parte e outra: ofensas mutuas.
mutuo;;substantivo masculino;[Juridico] Acordo em que uma das partes oferece algo fungivel, trocavel, a outra. | Acao de emprestar temporariamente. cessao temporaria. emprestimo. | Acao de trocar coisas entre as pessoas que as possuem. permuta.
muxao;;;
nabal;;substantivo masculino;Terreno onde crescem nabos.
nacao;;substantivo feminino;Grupo de pessoas que estao ligadas por uma mesma religiao, ou por possuirem costumes, origens, tradicoes em comum. povo: nacao muculmana. | Comunidade ou agrupamento politico independente, com territorio demarcado, sendo suas instituicoes partilhadas pelos seus membros. | Extensao territorial ocupada por essa comunidade. pais de nascimento. patria, pais. | Populacao que habita esse territorio: o Presidente discursou a nacao. | Sistema de governo de um pais. Estado. | Designacao concedida a diversos grupos de individuos negros, de origem africana, que foram levados ao Brasil. | Etnia indigena brasileira ou de qualquer outra nacionalidade.
nacar;;substantivo masculino;Substancia dura, irisada, rica em calcario, produzida por alguns moluscos, no interior de sua concha, que e utilizada em bijuteria e marchetaria. (O nacar das conchas e feito de camadas planas, enquanto as perolas finas, produzidas pelas ostras, sao compostas por camadas esfericas e concentricas feitas pelos mesmos elementos do nacar.). | Madreperola.
nacem;;;
nadai;;;Nadai vem do verbo nadar. O mesmo que: boiai, flutuai.
nadai;;;Manter-se e avancar sobre ou sob a agua, seja pelos movimentos dos membros (homem), seja com o auxilio de nadadeiras (peixes), seja pela expulsao da agua (polvo), ou pelas ondulacoes (serpentes aquaticas). | Flutuar, boiar. | Estar num liquido qualquer.
nadam;;;Nadam vem do verbo nadar. O mesmo que: boiam, flutuam.
nadam;;;Manter-se e avancar sobre ou sob a agua, seja pelos movimentos dos membros (homem), seja com o auxilio de nadadeiras (peixes), seja pela expulsao da agua (polvo), ou pelas ondulacoes (serpentes aquaticas). | Flutuar, boiar. | Estar num liquido qualquer.
nadar;;verbo intransitivo;Manter-se e avancar sobre ou sob a agua, seja pelos movimentos dos membros (homem), seja com o auxilio de nadadeiras (peixes), seja pela expulsao da agua (polvo), ou pelas ondulacoes (serpentes aquaticas). | Flutuar, boiar. | Estar num liquido qualquer. | Fam. Nao saber o que fazer, nao compreender. | [Figurado] Nadar em, estar no meio de, ter em abundancia. | Nadar contra a corrente, O mesmo que remar contra a mare, encontrar obstaculos a consecucao dos seus propositos.
nadar;;verbo transitivo;Praticar uma forma de natacao: nadar o crawl.
nadas;;;Nadas vem do verbo nadar. O mesmo que: boias, flutuas.
nadas;;;Manter-se e avancar sobre ou sob a agua, seja pelos movimentos dos membros (homem), seja com o auxilio de nadadeiras (peixes), seja pela expulsao da agua (polvo), ou pelas ondulacoes (serpentes aquaticas). | Flutuar, boiar. | Estar num liquido qualquer.
nadei;;;Nadei vem do verbo nadar. O mesmo que: boiei, flutuei.
nadei;;;Manter-se e avancar sobre ou sob a agua, seja pelos movimentos dos membros (homem), seja com o auxilio de nadadeiras (peixes), seja pela expulsao da agua (polvo), ou pelas ondulacoes (serpentes aquaticas). | Flutuar, boiar. | Estar num liquido qualquer.
nadem;;;
nades;;;Nades vem do verbo nadar. O mesmo que: boies, flutues.
nades;;;Manter-se e avancar sobre ou sob a agua, seja pelos movimentos dos membros (homem), seja com o auxilio de nadadeiras (peixes), seja pela expulsao da agua (polvo), ou pelas ondulacoes (serpentes aquaticas). | Flutuar, boiar. | Estar num liquido qualquer.
nadia;;;
nadir;;substantivo masculino;Ponto no espaco diretamente abaixo do lugar onde alguem se encontra.  Para um observador situado na Terra, o ceu parece ser uma meia cupula cuja borda forma um grande circulo que repousa na superficie plana da Terra.
nados;;;Nados e o plural de nado. O mesmo que: nascidos, natos.
nados;;;Acao de manter-se sobre a agua ou mover-se nela por impulso proprio. | Maneira particular de nadar: nado de peito, de costas. | Nado borboleta, estilo de nado em que os bracos sao projetados para fora da agua, lembrando asas abertas.
nadou;;;Nadou vem do verbo nadar. O mesmo que: boiou, flutuou.
nadou;;;Manter-se e avancar sobre ou sob a agua, seja pelos movimentos dos membros (homem), seja com o auxilio de nadadeiras (peixes), seja pela expulsao da agua (polvo), ou pelas ondulacoes (serpentes aquaticas). | Flutuar, boiar. | Estar num liquido qualquer.
nafta;;substantivo feminino;Nome dado impropriamente ao petroleo bruto. (A nafta do comercio e um dos produtos da destilacao dos petroleos.).
nagar;;substantivo masculino;Especie de tambor indiano.
naifa;;feminino;[Giria] Navalha. faca.
naipe;;substantivo masculino;Num baralho, cada um dos quatro grupos (ouros, copas, espadas e paus) atraves dos quais as cartas sao compostas e divididas. | Num baralho, a reuniao das cartas que estao simbolizadas da mesma maneira: naipe de espadas. | [Por Extensao] Conjunto de individuos. grupo. | [Por Extensao] Estado ou particularidade de uma coisa ou pessoa. condicao. | [Musica] Numa orquestra ou conjunto musical, cada um dos grupos de vozes semelhantes ou dos instrumentos, de mesma configuracao acustica ou natureza.
naira;;substantivo feminino;Mulher da casta dos naires.
naite;;;
nakfa;;;
nalga;;substantivo feminino;Variacao de nadega.
nalgo;;;
nanar;;verbo intransitivo;[Infinitivo] Variacao de dormir.
nanci;;;
nanja;;adverbio;Pop e ant 1 Nao, nunca. | Por forma nenhuma.
naomi;;;
naque;;;
nariz;;substantivo masculino;Parte saliente do rosto, entre a boca e a testa, que e o orgao do olfato. | Olfato. | Todo o rosto: nao ponha o nariz na janela. | A proa de um navio, de um barco. | Meter o nariz em, intrometer-se em. | Levar alguem pela ponta do nariz, fazer de alguem o que se quer. | Ficar de nariz torcido, zangar-se, demonstrar desagrado. | Rir no nariz de alguem, escarnecer. | Dar com o nariz na porta, nao encontrar alguem em casa. encontrar fechada a porta daquele que se procurou. | Nao ver um palmo na frente (ou diante) do nariz, nao perceber nada.
narom;;;
nasal;;adjetivo;Relativo ao nariz. | Diz-se do fonema cuja articulacao se faz com o abaixamento do veu palatal, o que permite ao ar expirado ressoar parcialmente nas fossas nasais. | Fossas nasais, as duas cavidades limitadas pelo etmoide e pelo palatino, separadas pelo septo vertical, e onde o ar penetra pelas narinas, antes de passar para os pulmoes.
nasce;;;Nasce e uma palavra derivada de nascer.
nasce;;;Vir ao mundo. passar a ter existencia: ele nasceu em Marco. | Dar indicios do desenvolvimento, do nascimento ou do crescimento de alguma coisa: a manha nascia timida por entre as nuvens. seu talento nascia aos poucos. | Vir ao mundo de uma maneira diferente da natural: nasceu com forceps.
nassa;;substantivo feminino;Cesto de vime, de forma afunilada, para pegar peixe. | Rede para apanhar pequenas aves. | Molusco gastropode, que vive em costas rochosas entre as algas e se alimenta de presas mortas. (Compr.: 3 cm.).
natal;;substantivo masculino;Dia de nascimento. o dia em que alguem nasce. | [Religiao] Festa que celebra no dia 25 de dezembro o nascimento de Jesus Cristo, considerado pelo cristianismo o filho de Deus, estabelecida pela igreja ocidental no seculo IV (grafado com inicial maiuscula). | [Musica] Tipo de canto entoado na epoca natalina de origem medieval.
natal;;adjetivo;Que esta relacionado ao nascimento. natalicio, natalino. | Onde algo ou alguem nasceu: cidade natal.
natan;;;
natro;;substantivo masculino;[Quimica] Carbonato de sodio hidratado natural: o natro era utilizado pelos egipcios para conservar as mumias.
natto;;;
nauns;;;
nauru;;;
naval;;adjetivo;Referente a navegacao e especialmente a marinha de guerra.
navio;;substantivo masculino;Embarcacao de grande porte, destinada a navegacao em mar aberto.
navio;;expressao;Navio Mercante. Grande embarcacao para transporte mercadorias ou de pessoas, especialmente os grandes navios que estao carregados de produtos para serem comercializados. | Navio de Guerra. Embarcacao equipada com armamentos. | A ver navios. Ficar desapontado ou nao atingir o que se pretendia.
necho;;;
necra;;feminino;[Portugal] O mesmo que boneca.
nedia;;;Nedia e o feminino de nedio. O mesmo que: luzidia, anafada.
nedia;;;Que pode reluzir. que brilha. que possui lustre. luzidio. | Que tem a aparencia lustrosa porque possui a pele gordurosa.
nedio;;adjetivo;Que pode reluzir. que brilha. que possui lustre. luzidio. | Que tem a aparencia lustrosa porque possui a pele gordurosa.
negao;;;
negar;;verbo transitivo;Afirmar que uma coisa nao existe, nao e verdadeira. | Contestar, contradizer, desmentir, refutar, retratar, renegar.
negra;;substantivo feminino;Cor escura. preto. | Pessoa de pele escura. aquela que tem a pele negra.
negra;;adjetivo;Ausencia de cor causada pela incapacidade de refletir a luz. preto. | Cuja coloracao e escura: paredes negras. cadeiras negras. | Que esta associado a uma cor cinzenta. escuro: noite negra. | [Figurado] Que apresenta uma carga de melancolia, de tristeza. triste. | [Fisica] Capaz de absorver todos os tipos de radiacoes. | [Pejorativo] Que traz consigo adversidades ou infortunios. funesto. | [Otica] Que recebe luz, mas e incapaz de a refletir: buraco negro.
negre;;;
negro;;substantivo masculino;Cor escura que se assemelha a cor do carvao: o negro do asfalto. | Individuo com a pele escura pelo excesso de pigmentacao.
negro;;adjetivo;Falta completa de cor por nao ser capaz de refletir a luz. preto. | Cuja coloracao e escura: quadros negros. manchas negras. | Que expressa uma cor cinzenta e escura. escuro: noite negra. | [Fisica] Que absorve todos os tipos de radiacoes. | [Pejorativo] Que anuncia adversidades ou infortunios. funesto: destino negro. | [Otica] Diz-se do que recebe luz, mas e incapaz de a refletir: buraco negro.
negue;;;Negue vem do verbo negar. O mesmo que: renua, abdique, decline, desaceite, recuse, rejeite, renegue, renuncie, repudie.
negue;;;Afirmar que uma coisa nao existe, nao e verdadeira. | Contestar, contradizer, desmentir, refutar, retratar, renegar.
nehan;;;
nelas;;;Nelas e o plural de nela.
nelas;;;Expressao contraida equivalente a em ela. retoma a ideia, atraves do pronome, do que foi mencionado anteriormente: comprou uma casa e colocou nela o que tinha ganhado. | [Gramatica] Contracao da preposicao em e do pronome pessoal ela.
neles;;;Neles e o plural de nele.
neles;;;Arroz ainda nao descascado (nas antigas colonias portuguesas da Asia).
nenem;;substantivo masculino e feminino;Crianca recem-nascida. crianca de poucos meses. bebe, nene. | [Figurado] Modo carinho de tratar uma pessoa querida, amada. | [Por Extensao] A cria ou o filhote de um animal: cao nenem.
nenia;;substantivo feminino;Canto funebre entoado pelos gregos e romanos. | [Figurado] Canto triste, plangente.
nente;;adverbio;Variacao de nentes.
nepal;;;
nereu;;;
nerio;;substantivo masculino;[Botanica] Genero (Nerium) de arbustos tropicais do Velho Mundo, da familia das Apocinaceas, que tem folhas verticiladas coriaceas e grandes flores, vermelhas ou brancas, fragrantes. Inclui a espirradeira, ou loendro.
nervo;;substantivo masculino;Cada um dos orgaos, em forma de um cordao ou filamento esbranquicado, que ligam o sistema nervoso com as outras partes do corpo e servem de condutores da sensibilidade e do movimento. (Distinguem-se os nervos sensitivos e os nervos motores.). | [Figurado] Fator principal: o dinheiro e o nervo da guerra. | Forca, vigor: ele tem nervos. | Ataque, crise de nervos, acesso nervoso. | Fam. Dar nos nervos, colocar num estado de superexcitacao desagradavel. | Guerra de nervos, nome dado a um periodo de forte tensao politica entre nacoes ou coalizoes adversas (empregado tambem, por extensao, familiarmente, com a mesma acepcao). | Fam. Pilha ou feixe de nervos, pessoa muito agitada, irritavel.
nesga;;substantivo feminino;Pequeno pedaco de terra entre terrenos extensos. | [Por Extensao] Pequena porcao de qualquer espaco.
nesgo;;;
nessa;;contracao;Indica algo que esta longe de quem fala, mas perto da pessoa com quem se fala: nunca estive nesse carro. | [Gramatica] Expressa algo ja mencionado anteriormente: nessa critica voce tem razao. | [Gramatica] Nao se refere ao tempo presente: nessa epoca era feliz. | [Gramatica] Contracao da preposicao em com o pronome demonstrativo essa. | Ver tambem: nesta.
nesse;;contracao;Indica o que esta perto da pessoa com quem se fala, mas longe da pessoa que fala: voce vai entrar nesse carro? | [Gramatica] Nao se refere ao tempo presente: nesse tempo era casado. | [Gramatica] Expressa o que ja foi mencionado: nesse sentido concordo com voce. | [Gramatica] Contracao da preposicao em com o pronome demonstrativo esse. | [Gramatica] Forma Feminina: nessa. | Ver tambem: neste.
nesta;;contracao;Indica algo que esta proximo de quem fala: vou me sentar nesta cadeira. | [Gramatica] Refere-se ao tempo presente: neste momento nao tenho tempo. | [Gramatica] Expressa algo que nao foi mencionado anteriormente: neste paragrafo escrevo sobre a metodologia. | [Gramatica] Forma contraida da preposicao em + pronome demonstrativo esta. | Ver tambem: nessa.
neste;;contracao;Indica o que esta proximo de quem fala: entra neste carro. | [Gramatica] Faz referencia ao tempo presente: neste momento vou embora. | [Gramatica] Expressa o que ainda nao foi dito: neste capitulo falo de amor. | [Gramatica] Contracao da preposicao em com o pronome demonstrativo este. | [Gramatica] Forma feminina: nesta. | Ver tambem: nesse.
netos;;;Netos e o plural de neto. O mesmo que: limpidos, nitidos.
netos;;;Filho de filho ou de filha, em relacao ao avo e a avo. | Aquele que, numa tourada e a cavalo, e responsavel por passar as ordens. | Grupo das pessoas que partilham os mesmos antepassados. descendencia.
nevai;;;Nevai vem do verbo nevar.
nevai;;;Acao de cair neve. cobrir de neve: nevou em algumas regioes do Rio Grande do Sul. | [Figurado] Obter a cor branca. tornar-se branco. embranquecer(-se): a lua nevava o sertao. sua pele nevava-se com o passar dos anos. | Esfriar pela presenca de neve ou de gelo.
nevam;;;Nevam vem do verbo nevar.
nevam;;;Acao de cair neve. cobrir de neve: nevou em algumas regioes do Rio Grande do Sul. | [Figurado] Obter a cor branca. tornar-se branco. embranquecer(-se): a lua nevava o sertao. sua pele nevava-se com o passar dos anos. | Esfriar pela presenca de neve ou de gelo.
nevar;;verbo intransitivo;Acao de cair neve. cobrir de neve: nevou em algumas regioes do Rio Grande do Sul.
